display_name,importance
PAY_0 = 2,0.1368644163497589
PAY_2 = 2,0.08541584161146476
PAY_0 = 0,0.06276732195183438
PAY_3 = 2,0.05770958712822486
PAY_4 = 2,0.04868827904499109
PAY_AMT1,0.04680374626518702
LIMIT_BAL,0.044635651779659724
PAY_AMT2,0.036828669900677104
PAY_AMT3,0.03437731866733201
PAY_5 = 2,0.03233794677027925
